标准时间,经度(Longitude),纬度(Latitude),高度(Altitude_m),SO2(ug/m3),SO2标识,NO2(ug/m3),NO2标识,NO(ug/m3),NO标识,NOx(ug/m3),NOx标识,CO(mg/m3),CO标识,O3(ug/m3),O3标识,工况PM2.5(ug/m3),工况PM2.5标识,工况PM10(ug/m3),工况PM10标识,大气温度(℃),大气温度标识,大气湿度(%),大气湿度标识,风向(°),风向标识,风速(m/s),风速标识,大气压(hPa),大气压标识,Thermal_OC(ug/m^3),Thermal_OC标识,Thermal_EC(ug/m^3),Thermal_EC标识,OptOC(ugC/m^3),OptOC标识,OptEC(ugC/m^3),OptEC标识,TC(ugC/m^3),TC标识,BC_370nm(ng/m3),BC_370nm标识,BC_430nm(ng/m3),BC_430nm标识,蓝色_470nm(ng/m3),蓝色_470nm标识,BC_520nm(ng/m3),BC_520nm标识,黄色_565nm(ng/m3),黄色_565nm标识,黄色_590nm(ng/m3),黄色_590nm标识,红色_660nm(ng/m3),红色_660nm标识,BC_760nm(ng/m3),BC_760nm标识,黑炭_880nm(ng/m3),黑炭_880nm标识,红外_950nm(ng/m3),红外_950nm标识
2026-05-03 08:15:50.400,120.04508729290669,30.41328554728816,77.27014734554368,1.2,,35.8,,1.6,,38.3,,0.364,,37.1,,33.0,,46.2,,22.61,,68.0,,326.0,,0.0,,1006.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:50.500,120.04508898505968,30.41328725246001,77.27880838795116,1.7,,38.1,,1.5,,40.4,,0.396,,32.0,,31.3,,42.1,,22.81,,67.0,,334.0,,0.0,,1006.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:50.600,120.0450884615669,30.413288603113703,77.12967163404839,1.3,,39.7,,1.3,,41.6,,0.381,,30.0,,31.3,,42.1,,22.7,,68.0,,320.0,,0.2,,1006.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:50.700,120.0450871145722,30.41328588049733,77.14805161276708,1.5,,41.7,,0.9,,43.1,,0.379,,39.8,,31.3,,42.1,,22.72,,66.0,,346.0,,0.1,,1006.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:50.800,120.04508582384956,30.41328568081851,77.00478338611757,1.7,,40.0,,0.9,,41.3,,0.371,,41.2,,31.3,,42.1,,22.65,,66.0,,355.0,,0.1,,1006.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:50.900,120.04508658715625,30.413285194008566,76.83831872710341,1.5,,39.8,,1.1,,41.5,,0.369,,39.5,,31.3,,42.1,,22.54,,68.0,,4.0,,0.0,,1005.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.000,120.04508701624671,30.413283500809424,76.70319260198228,1.5,,43.0,,1.3,,45.0,,0.38,,30.7,,31.3,,42.1,,22.35,,70.0,,273.0,,0.2,,1006.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.100,120.04508408728063,30.413281814614017,76.63411720118133,2.3,,54.2,,1.0,,55.7,,0.394,,22.9,,37.2,,49.6,,22.19,,69.0,,244.0,,0.4,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.200,120.04508134573707,30.41328005933031,76.55541574016151,1.7,,58.6,,1.1,,60.3,,0.427,,24.4,,37.2,,49.6,,22.1,,69.0,,268.0,,0.3,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.300,120.04508047626021,30.413282246454767,76.59467946442273,1.9,,59.4,,0.4,,60.0,,0.398,,27.4,,37.2,,49.6,,22.22,,69.0,,357.0,,0.1,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.400,120.04507917941346,30.413282799010187,76.56718737037454,2.3,,53.0,,0.9,,54.3,,0.397,,33.2,,37.2,,49.6,,22.17,,69.0,,342.0,,0.1,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.500,120.04507823886814,30.413281015020374,76.49337847837363,1.3,,50.9,,1.0,,52.5,,0.391,,24.0,,37.2,,49.6,,22.34,,69.0,,312.0,,0.2,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.600,120.04507785781662,30.413280431117503,76.45017738604288,2.0,,40.6,,0.5,,41.4,,0.37,,44.9,,37.2,,49.6,,22.31,,68.0,,323.0,,0.3,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.700,120.04507671541501,30.41327902925042,76.38775867497579,3.6,,40.4,,0.9,,41.7,,0.361,,36.8,,37.2,,49.6,,22.3,,68.0,,338.0,,0.1,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.800,120.04507707077698,30.413277595258357,76.37899598240536,1.6,,42.8,,1.1,,44.5,,0.357,,39.1,,29.4,,52.3,,22.3,,68.0,,338.0,,0.1,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:51.900,120.04507458499968,30.413276837252504,76.2970716414971,2.0,,43.3,,0.8,,44.6,,0.354,,37.2,,29.4,,52.3,,22.21,,68.0,,286.0,,0.6,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.000,120.04507359384466,30.413276089967763,76.3516495407086,1.2,,43.8,,0.6,,44.8,,0.354,,31.1,,29.4,,52.3,,22.03,,71.0,,271.0,,0.4,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.100,120.04507232006331,30.413278754567894,76.31737413129963,1.9,,44.5,,1.7,,47.2,,0.357,,32.1,,29.4,,52.3,,21.95,,70.0,,286.0,,0.4,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.200,120.04507228890732,30.413279182294435,76.41728383577565,1.6,,42.2,,1.9,,45.1,,0.364,,41.0,,29.4,,52.3,,22.1,,70.0,,294.0,,0.4,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.300,120.04507082761945,30.413277791675903,76.31125390642346,2.5,,41.6,,2.2,,44.9,,0.387,,36.8,,29.4,,52.3,,22.2,,69.0,,329.0,,0.0,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.400,120.04507071812522,30.413275709126545,76.25616894406072,1.9,,41.5,,1.6,,44.0,,0.429,,38.4,,29.4,,52.3,,22.33,,69.0,,354.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.500,120.0450727979976,30.41327575551867,76.18292846178667,2.2,,44.2,,2.3,,47.7,,0.445,,25.5,,36.2,,43.4,,22.72,,70.0,,3.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.600,120.04507183244246,30.413276646780634,76.07771242455517,2.3,,45.6,,2.8,,49.9,,0.424,,33.1,,36.2,,43.4,,22.7,,69.0,,359.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.700,120.04507411453837,30.413278709885706,76.04268094857042,2.4,,47.6,,4.4,,54.3,,0.445,,28.6,,36.2,,43.4,,22.67,,70.0,,342.0,,0.0,,1007.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.800,120.04507394919237,30.41327974324579,76.06233766046638,2.2,,47.4,,4.9,,54.9,,0.422,,30.5,,36.2,,43.4,,22.69,,69.0,,330.0,,0.2,,1007.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:52.900,120.04507273758826,30.413279003163744,75.9307726240459,2.0,,48.3,,3.7,,53.9,,0.43,,33.0,,36.2,,43.4,,22.7,,68.0,,303.0,,0.3,,1007.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.000,120.04507312745702,30.41327961489108,75.79907916002124,2.3,,48.9,,3.1,,53.6,,0.426,,32.8,,36.2,,43.4,,22.95,,67.0,,355.0,,0.0,,1007.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.100,120.04507237919819,30.41327793431264,75.69749421033205,2.6,,50.0,,3.0,,54.6,,0.419,,34.9,,36.2,,43.4,,23.21,,66.0,,307.0,,0.3,,1007.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.200,120.0450729573309,30.413276947210406,75.63526361009824,2.7,,45.3,,3.0,,49.8,,0.428,,43.6,,31.1,,65.6,,23.19,,66.0,,343.0,,0.1,,1007.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.300,120.0450706660499,30.41327700210635,75.59074970655959,2.3,,44.5,,2.9,,49.0,,0.429,,38.9,,31.1,,65.6,,23.65,,65.0,,31.0,,0.0,,1007.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.400,120.04506955912346,30.41327662585964,75.56188278312084,1.2,,45.4,,3.4,,50.6,,0.436,,39.0,,31.1,,65.6,,23.71,,65.0,,4.0,,0.0,,1007.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.500,120.04506833976329,30.41327478306487,75.63720226575502,1.9,,45.5,,3.5,,50.9,,0.436,,36.7,,31.1,,65.6,,23.76,,66.0,,321.0,,0.1,,1008.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.600,120.04506736046407,30.413274503934918,75.66360125424815,2.5,,46.2,,4.9,,53.7,,0.473,,35.1,,31.1,,65.6,,23.38,,68.0,,176.0,,0.4,,1008.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.700,120.04507186614063,30.413272916849582,75.65580753197153,2.1,,45.4,,5.4,,53.6,,0.441,,42.0,,32.2,,62.0,,23.21,,67.0,,108.0,,0.2,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.800,120.0450707906884,30.413272127852856,75.57524649870004,2.2,,44.9,,4.8,,52.2,,0.431,,36.2,,32.2,,62.0,,23.75,,66.0,,138.0,,0.3,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:53.900,120.04506916527677,30.41327190040514,75.44815385453244,2.6,,47.6,,4.3,,54.1,,0.489,,41.5,,32.2,,62.0,,23.5,,67.0,,156.0,,0.6,,1008.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.000,120.04507027142819,30.41327177865694,75.44214736224612,2.0,,46.5,,4.2,,53.0,,0.463,,42.2,,32.2,,62.0,,23.5,,68.0,,155.0,,0.3,,1008.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.100,120.04506951686395,30.413271173477966,75.42866151566929,2.2,,42.3,,3.4,,47.6,,0.425,,43.8,,32.2,,62.0,,23.78,,67.0,,228.0,,0.2,,1008.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.200,120.04506784386037,30.413270575119633,75.34360789525356,1.8,,44.7,,4.5,,51.6,,0.437,,33.1,,32.2,,62.0,,23.8,,69.0,,229.0,,0.2,,1008.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.300,120.04506653226665,30.413267982553368,75.39854720300671,1.6,,50.5,,7.3,,61.7,,0.44,,33.9,,32.2,,62.0,,23.9,,68.0,,177.0,,0.3,,1008.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.400,120.04506549061597,30.413269105713596,75.4372281076242,1.5,,48.3,,6.6,,58.4,,0.434,,35.5,,37.4,,64.3,,24.01,,68.0,,157.0,,0.2,,1008.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.500,120.04506366029686,30.41326766667015,75.57103510113697,1.7,,42.1,,5.5,,50.5,,0.428,,41.0,,37.4,,64.3,,25.01,,65.0,,306.0,,0.1,,1008.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.600,120.0450658325261,30.41326742506292,75.55989023808189,2.1,,41.0,,6.6,,51.2,,0.44,,48.4,,37.4,,64.3,,27.01,,59.0,,358.0,,0.0,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.700,120.04506486785607,30.413267707093038,75.48774742132113,2.5,,39.7,,6.2,,49.2,,0.458,,55.3,,37.4,,64.3,,29.48,,53.0,,255.0,,0.2,,1008.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.800,120.04506205789,30.413265992776495,75.46286168349,1.8,,41.5,,4.0,,47.7,,0.444,,55.9,,37.4,,64.3,,29.24,,53.0,,346.0,,0.1,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:54.900,120.04506043674914,30.413265700311335,75.36916388959837,2.2,,42.2,,4.0,,48.4,,0.444,,54.2,,37.4,,64.3,,28.22,,56.0,,168.0,,0.3,,1008.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.000,120.04505927642234,30.413266450411097,75.35949912737883,3.2,,44.9,,4.6,,52.0,,0.459,,71.9,,37.4,,64.3,,28.48,,55.0,,282.0,,0.1,,1008.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.100,120.04505913556588,30.41326722655286,75.36491515569423,2.4,,43.5,,3.7,,49.2,,0.513,,81.2,,68.2,,97.0,,26.81,,60.0,,207.0,,0.4,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.200,120.04506091482584,30.41326647818673,75.31302101024545,3.4,,46.6,,3.1,,51.3,,0.508,,82.9,,68.2,,97.0,,26.74,,60.0,,230.0,,0.2,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.300,120.04505907532935,30.413265761731505,75.34949696570928,3.5,,51.4,,3.3,,56.4,,0.494,,83.2,,68.2,,97.0,,26.57,,61.0,,310.0,,0.2,,1008.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.400,120.04506066446825,30.413266620773427,75.21158198360627,2.6,,45.7,,2.6,,49.7,,0.484,,83.8,,68.2,,97.0,,26.08,,63.0,,189.0,,0.2,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.500,120.04506196946407,30.413264296482712,75.24396518727323,2.3,,43.3,,3.3,,48.4,,0.468,,87.5,,68.2,,97.0,,26.44,,61.0,,236.0,,0.2,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.600,120.04506136436542,30.413264856525597,75.13521677555221,3.2,,44.9,,3.4,,50.0,,0.476,,89.2,,68.2,,97.0,,26.3,,62.0,,184.0,,0.7,,1008.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.700,120.04506278857599,30.413262950695223,75.06832467268225,3.6,,45.2,,3.1,,50.0,,0.532,,88.1,,68.2,,97.0,,26.6,,61.0,,187.0,,0.6,,1007.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.800,120.04506135632069,30.413260713211756,75.04946933973805,3.2,,45.3,,2.9,,49.8,,0.588,,91.2,,59.7,,81.0,,26.85,,60.0,,177.0,,0.7,,1007.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:55.900,120.04506362047795,30.41326349659538,75.03048163089481,3.8,,40.7,,2.9,,45.1,,0.479,,102.3,,59.7,,81.0,,26.93,,60.0,,177.0,,0.6,,1007.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.000,120.04506497805195,30.4132635105404,75.0365228337481,3.4,,37.0,,2.5,,40.9,,0.47,,111.5,,59.7,,81.0,,26.95,,59.0,,135.0,,0.5,,1007.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.100,120.04506441531767,30.41326347967726,75.04454679093804,3.1,,36.2,,2.4,,39.9,,0.483,,119.5,,59.7,,81.0,,27.3,,59.0,,166.0,,0.4,,1007.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.200,120.04506354306191,30.41326313640869,75.01434464963621,3.1,,36.6,,2.1,,39.9,,0.478,,120.0,,59.7,,81.0,,27.53,,58.0,,166.0,,0.3,,1007.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.300,120.04506452367694,30.413261667252726,74.98396187383722,3.4,,35.6,,1.3,,37.6,,0.472,,125.9,,59.7,,81.0,,28.34,,55.0,,218.0,,0.3,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.400,120.04506693655387,30.413262729546755,75.04147412325841,2.7,,33.1,,2.4,,36.8,,0.477,,135.9,,51.8,,77.9,,28.22,,55.0,,186.0,,0.7,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.500,120.0450668643777,30.413262831375917,75.0762720788949,3.6,,31.3,,2.3,,34.8,,0.484,,151.9,,51.8,,77.9,,30.4,,51.0,,323.0,,0.2,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.600,120.04506881773534,30.41326034844154,74.96363909433389,5.1,,30.5,,2.9,,34.9,,0.491,,162.2,,51.8,,77.9,,29.49,,52.0,,312.0,,0.7,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.700,120.04507044265607,30.41325976607523,74.89079498121163,4.7,,29.8,,2.4,,33.5,,0.499,,167.6,,51.8,,77.9,,28.44,,55.0,,286.0,,0.6,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.800,120.04506869192073,30.413258865359293,74.7707426888942,4.5,,29.2,,1.8,,32.0,,0.506,,166.2,,51.8,,77.9,,29.22,,53.0,,2.0,,0.1,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:56.900,120.0450713508751,30.41325856755251,74.73464790522704,3.7,,30.4,,1.5,,32.8,,0.497,,160.2,,51.8,,77.9,,29.37,,53.0,,245.0,,0.1,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.000,120.04507203164042,30.413259386548294,74.76089871667915,3.4,,28.2,,1.1,,29.9,,0.506,,167.7,,51.8,,77.9,,28.15,,57.0,,187.0,,0.5,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.100,120.04507335431443,30.413258393105043,74.70727453599807,3.6,,27.8,,0.9,,29.2,,0.519,,163.7,,46.4,,85.8,,28.01,,58.0,,203.0,,0.6,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.200,120.04507427787831,30.413257515162137,74.67088439542094,4.1,,29.6,,1.1,,31.3,,0.518,,173.2,,46.4,,85.8,,28.78,,56.0,,279.0,,0.1,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.300,120.04507471583355,30.413258126687758,74.52103802524343,3.0,,27.0,,1.6,,29.5,,0.516,,178.1,,46.4,,85.8,,30.08,,53.0,,339.0,,0.3,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.400,120.0450755723947,30.413257578523467,74.52695156712453,3.9,,23.0,,0.7,,24.1,,0.501,,186.6,,46.4,,85.8,,30.41,,52.0,,54.0,,0.3,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.500,120.04507651320458,30.413259121132533,74.57224402262398,3.9,,22.3,,1.0,,23.8,,0.493,,188.2,,46.4,,85.8,,30.41,,52.0,,322.0,,0.5,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.600,120.045078206902,30.413260475331132,74.54882609426171,4.3,,19.9,,1.0,,21.4,,0.504,,197.7,,46.4,,85.8,,29.56,,54.0,,346.0,,1.0,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.700,120.04507817119396,30.41326117916665,74.55168235902298,2.6,,18.1,,0.7,,19.2,,0.507,,191.5,,46.4,,85.8,,28.41,,58.0,,326.0,,1.0,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.800,120.04507768828415,30.413261349587312,74.50436261075392,3.2,,20.0,,1.0,,21.5,,0.508,,181.6,,48.2,,78.0,,28.52,,58.0,,301.0,,0.8,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:57.900,120.04507648993022,30.413262524773163,74.46104324894242,2.0,,29.7,,0.8,,30.9,,0.875,,116.8,,72.7,,95.7,,23.8,,81.0,,307.0,,1.2,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.000,120.0450791184824,30.413260385110537,74.37725594785897,1.7,,28.0,,1.5,,30.4,,0.831,,118.5,,72.7,,95.7,,23.74,,81.0,,294.0,,1.2,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.100,120.04507909325233,30.413261383429685,74.35213381058821,2.0,,28.8,,1.2,,30.7,,0.774,,112.2,,72.7,,95.7,,23.8,,82.0,,288.0,,0.6,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.200,120.04507943664038,30.413259807115946,74.22671458992308,2.7,,33.6,,0.9,,35.1,,0.754,,109.3,,72.7,,95.7,,23.76,,81.0,,312.0,,0.6,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.300,120.0450797984679,30.413257960401605,74.13892165443346,1.7,,28.6,,1.2,,30.5,,0.749,,111.8,,72.7,,95.7,,23.81,,82.0,,310.0,,0.3,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.400,120.04508039798483,30.413256546292434,74.18435047356445,1.9,,27.3,,0.6,,28.2,,0.752,,112.8,,60.9,,90.9,,23.93,,81.0,,341.0,,0.2,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.500,120.04508195277765,30.41325446167002,74.06729068405322,2.0,,26.2,,1.1,,27.9,,0.746,,115.8,,60.9,,90.9,,24.0,,81.0,,347.0,,0.3,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.600,120.04507888597689,30.413253272321626,74.05564412049488,1.6,,24.5,,2.0,,27.5,,0.737,,113.6,,60.9,,90.9,,23.82,,81.0,,299.0,,0.9,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.700,120.04507828821733,30.413253494830883,73.89718592558108,1.7,,25.7,,1.6,,28.1,,0.755,,107.4,,60.9,,90.9,,23.75,,82.0,,316.0,,1.1,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.800,120.04507928992092,30.41325256207236,73.83368672934215,2.4,,32.4,,0.5,,33.2,,0.773,,103.7,,60.9,,90.9,,23.72,,81.0,,322.0,,1.1,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:58.900,120.04507912064757,30.41325081440084,73.69437028182723,2.0,,32.9,,0.4,,33.5,,0.771,,104.1,,60.9,,90.9,,23.8,,81.0,,325.0,,0.6,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:59.000,120.04508035168054,30.413250964178218,73.6922464909723,1.9,,29.3,,0.8,,30.5,,0.78,,104.2,,60.9,,90.9,,23.91,,80.0,,67.0,,0.1,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:59.100,120.04508073817512,30.413250822381464,73.51238090561725,2.3,,31.0,,0.4,,31.7,,0.778,,96.9,,65.4,,96.4,,23.83,,81.0,,286.0,,0.1,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:15:59.200,120.04508034355035,30.41325048638241,73.56301517839881,2.0,,37.8,,0.8,,39.0,,0.789,,83.4,,65.4,,96.4,,23.52,,83.0,,307.0,,0.1,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
