采集时间,经度(Longitude),纬度(Latitude),高度(Altitude_m),SO2(ug/m3),SO2标识,NO2(ug/m3),NO2标识,NO(ug/m3),NO标识,NOx(ug/m3),NOx标识,CO(mg/m3),CO标识,O3(ug/m3),O3标识,工况PM2.5(ug/m3),工况PM2.5标识,工况PM10(ug/m3),工况PM10标识,大气温度(℃),大气温度标识,大气湿度(%),大气湿度标识,风向(°),风向标识,风速(m/s),风速标识,大气压(hPa),大气压标识,Thermal_OC(ug/m^3),Thermal_OC标识,Thermal_EC(ug/m^3),Thermal_EC标识,OptOC(ugC/m^3),OptOC标识,OptEC(ugC/m^3),OptEC标识,TC(ugC/m^3),TC标识,BC_370nm(ng/m3),BC_370nm标识,BC_430nm(ng/m3),BC_430nm标识,蓝色_470nm(ng/m3),蓝色_470nm标识,BC_520nm(ng/m3),BC_520nm标识,黄色_565nm(ng/m3),黄色_565nm标识,黄色_590nm(ng/m3),黄色_590nm标识,红色_660nm(ng/m3),红色_660nm标识,BC_760nm(ng/m3),BC_760nm标识,黑炭_880nm(ng/m3),黑炭_880nm标识,红外_950nm(ng/m3),红外_950nm标识,标准时间
2025-05-15 18:30:00,119.99177953601453,30.274684549231097,146.92003516110046,1.7,,25.7,,1.6,,28.1,,0.755,,107.4,,60.9,,90.9,,23.75,,82.0,,316.0,,1.1,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 18:30:00
2025-05-15 18:35:00,119.9917903638775,30.274719936436554,147.76393986714822,1.7,,29.1,,1.2,,30.9,,0.774,,102.7,,60.9,,90.9,,23.7,,81.0,,316.0,,1.6,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 18:35:00
2025-05-15 18:40:00,119.99180092969223,30.27475541200359,148.69698923439645,2.4,,32.4,,0.5,,33.2,,0.773,,103.7,,60.9,,90.9,,23.72,,81.0,,322.0,,1.1,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 18:40:00
2025-05-15 18:45:00,119.99181123274286,30.274790973991344,149.6819855289816,2.0,,32.9,,0.4,,33.5,,0.771,,104.1,,60.9,,90.9,,23.8,,81.0,,325.0,,0.6,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 18:45:00
2025-05-15 18:50:00,119.99182127232787,30.274826620453208,150.679660056973,1.4,,30.9,,0.6,,31.9,,0.773,,112.6,,60.9,,90.9,,23.89,,80.0,,327.0,,0.7,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 18:50:00
2025-05-15 18:55:00,119.99183104776016,30.2748623494369,151.65023868328478,1.9,,29.3,,0.8,,30.5,,0.78,,104.2,,60.9,,90.9,,23.91,,80.0,,67.0,,0.1,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 18:55:00
2025-05-15 19:00:00,119.99184055836712,30.274898158984602,152.55502750092327,1.7,,28.9,,0.9,,30.3,,0.781,,103.8,,65.4,,96.4,,23.96,,81.0,,334.0,,0.0,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:00:00
2025-05-15 19:05:00,119.99184980349064,30.274934047133033,153.357955434955,2.3,,31.0,,0.4,,31.7,,0.778,,96.9,,65.4,,96.4,,23.83,,81.0,,286.0,,0.1,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:05:00
2025-05-15 19:10:00,119.99185878248717,30.274970011913595,154.02701228243666,1.8,,34.9,,0.3,,35.3,,0.785,,78.4,,65.4,,96.4,,23.68,,83.0,,229.0,,0.1,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:10:00
2025-05-15 19:15:00,119.99186749472777,30.27500605135245,154.53552485818938,2.0,,37.8,,0.8,,39.0,,0.789,,83.4,,65.4,,96.4,,23.52,,83.0,,307.0,,0.1,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:15:00
2025-05-15 19:20:00,119.99187593959813,30.27504216347064,154.86322037052267,1.2,,37.4,,1.2,,39.2,,0.792,,81.8,,65.4,,96.4,,23.41,,84.0,,230.0,,0.2,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:20:00
2025-05-15 19:25:00,119.99188411649862,30.275078346284204,154.99703463346248,1.8,,36.3,,0.9,,37.7,,0.776,,75.6,,65.4,,96.4,,23.3,,84.0,,314.0,,0.1,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:25:00
2025-05-15 19:30:00,119.99189202484438,30.275114597804272,154.9316328946208,1.0,,37.6,,0.6,,38.5,,0.777,,72.6,,65.4,,96.4,,23.23,,85.0,,360.0,,0.0,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:30:00
2025-05-15 19:35:00,119.99189966406522,30.275150916037184,154.66962251493808,2.0,,39.2,,0.5,,40.0,,0.79,,70.7,,65.4,,96.4,,23.2,,85.0,,326.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:35:00
2025-05-15 19:40:00,119.99190703360584,30.275187298984594,154.22144902143097,2.3,,40.8,,0.3,,41.3,,0.791,,67.0,,65.4,,96.4,,23.25,,85.0,,337.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:40:00
2025-05-15 19:45:00,119.99191413292577,30.275223744643583,153.60497967699183,0.9,,41.8,,0.1,,41.9,,0.78,,67.9,,65.4,,96.4,,23.39,,84.0,,349.0,,0.1,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:45:00
2025-05-15 19:50:00,119.99192096149937,30.275260251006774,152.8447911690022,1.3,,40.0,,-0.1,,39.9,,0.77,,70.2,,65.4,,96.4,,23.5,,84.0,,1.0,,0.2,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:50:00
2025-05-15 19:55:00,119.99192751881597,30.275296816062426,151.9711898143626,0.6,,40.4,,0.1,,40.6,,0.772,,58.0,,65.4,,96.4,,23.53,,84.0,,339.0,,0.0,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 19:55:00
2025-05-15 20:00:00,119.99193380437981,30.27533343779457,151.019003342273,1.7,,43.3,,0.2,,43.6,,0.787,,63.2,,71.0,,102.8,,23.35,,84.0,,358.0,,0.0,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:00:00
2025-05-15 20:05:00,119.99193981771015,30.275370114183094,150.02619242257853,1.6,,44.5,,0.7,,45.5,,0.788,,61.8,,71.0,,102.8,,23.34,,85.0,,320.0,,0.1,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:05:00
2025-05-15 20:10:00,119.99194555834123,30.275406843203875,149.03233729365027,1.9,,43.3,,0.9,,44.7,,0.782,,55.5,,71.0,,102.8,,23.21,,85.0,,182.0,,0.6,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:10:00
2025-05-15 20:15:00,119.99195102582239,30.27544362282888,148.07705982318794,1.3,,42.6,,1.0,,44.1,,0.783,,60.7,,71.0,,102.8,,23.04,,85.0,,191.0,,0.5,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:15:00
2025-05-15 20:20:00,119.99195621971802,30.27548045102628,147.19844390938698,1.3,,42.0,,1.0,,43.6,,0.77,,70.1,,71.0,,102.8,,23.03,,85.0,,0.0,,0.0,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:20:00
2025-05-15 20:25:00,119.99196113960765,30.275517325760564,146.4315171960968,0.9,,39.6,,1.2,,41.4,,0.763,,75.3,,71.0,,102.8,,23.16,,84.0,,332.0,,0.0,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:25:00
2025-05-15 20:30:00,119.99196578508592,30.275554244992644,145.80685463119994,1.2,,38.4,,1.4,,40.5,,0.755,,71.2,,71.0,,102.8,,23.28,,84.0,,357.0,,0.0,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:30:00
2025-05-15 20:35:00,119.99197015576271,30.275591206679984,145.34935953992144,1.2,,39.9,,1.8,,42.6,,0.765,,58.2,,71.0,,102.8,,23.3,,85.0,,356.0,,0.0,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:35:00
2025-05-15 20:40:00,119.99197425126306,30.2756282087767,145.0772708078417,1.5,,41.4,,1.7,,44.1,,0.768,,57.1,,71.0,,102.8,,23.23,,85.0,,294.0,,0.1,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:40:00
2025-05-15 20:45:00,119.99197807122724,30.275665249233665,145.00143575408313,2.0,,40.4,,1.3,,42.4,,0.763,,53.4,,71.0,,102.8,,23.3,,85.0,,0.0,,0.0,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:45:00
2025-05-15 20:50:00,119.9919816153108,30.275702325998648,145.1248776829276,2.0,,41.5,,1.1,,43.2,,0.76,,41.3,,71.0,,102.8,,23.29,,85.0,,344.0,,0.0,,1007.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:50:00
2025-05-15 20:55:00,119.9919848831846,30.275739437016412,145.4426753542155,1.5,,44.1,,0.9,,45.5,,0.753,,52.7,,71.0,,102.8,,23.14,,85.0,,357.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 20:55:00
2025-05-15 21:00:00,119.99198787453479,30.27577658022882,145.9421591776615,1.2,,43.6,,0.8,,44.7,,0.767,,56.8,,71.0,,102.8,,23.1,,85.0,,318.0,,0.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:00:00
2025-05-15 21:05:00,119.99199058906282,30.275813753574962,146.603416309437,1.4,,42.2,,0.9,,43.6,,0.779,,54.4,,67.6,,105.8,,23.1,,86.0,,277.0,,0.1,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:05:00
2025-05-15 21:10:00,119.9919930264856,30.27585095499127,147.40008451441517,1.6,,42.0,,1.3,,43.9,,0.768,,47.0,,67.6,,105.8,,23.18,,86.0,,307.0,,0.1,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:10:00
2025-05-15 21:15:00,119.99199518653533,30.275888182411627,148.30040314529631,2.3,,41.5,,1.2,,43.3,,0.757,,48.2,,67.6,,105.8,,23.04,,87.0,,352.0,,0.0,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:15:00
2025-05-15 21:20:00,119.99199706895969,30.275925433767483,149.26847933938592,1.7,,39.6,,1.0,,41.1,,0.76,,56.7,,67.6,,105.8,,23.0,,86.0,,299.0,,0.3,,1007.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:20:00
2025-05-15 21:25:00,119.99199867352173,30.275962706987965,150.26571895376784,1.2,,38.3,,0.7,,39.4,,0.755,,58.8,,67.6,,105.8,,22.95,,86.0,,322.0,,0.5,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:25:00
2025-05-15 21:30:00,119.99199999999999,30.276,151.25236519198768,0.5,,35.5,,0.6,,36.5,,0.767,,68.2,,67.6,,105.8,,22.87,,87.0,,328.0,,1.0,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:30:00
2025-05-15 21:35:00,119.99200104818848,30.27603731072843,152.18908358206934,1.1,,32.2,,0.7,,33.4,,0.768,,69.1,,67.6,,105.8,,22.76,,87.0,,311.0,,0.4,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:35:00
2025-05-15 21:40:00,119.99200181789669,30.276074637096126,153.0385301177871,1.6,,30.3,,0.8,,31.5,,0.764,,64.2,,67.6,,105.8,,22.7,,88.0,,337.0,,0.5,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:40:00
2025-05-15 21:45:00,119.9920023089496,30.276111977024097,153.76684004634456,1.0,,32.6,,0.7,,33.6,,0.771,,56.2,,67.6,,105.8,,22.7,,88.0,,321.0,,0.2,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:45:00
2025-05-15 21:50:00,119.99200252118773,30.27614932843161,154.34497794920577,0.9,,36.2,,0.5,,37.0,,0.774,,56.4,,67.6,,105.8,,22.7,,88.0,,309.0,,0.3,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:50:00
2025-05-15 21:55:00,119.99200245446717,30.27618668923632,154.74989529260287,1.5,,37.3,,0.6,,38.2,,0.765,,51.4,,67.6,,105.8,,22.61,,89.0,,315.0,,0.2,,1007.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 21:55:00
2025-05-15 22:00:00,119.99200210865949,30.27622405735436,154.96544929984515,0.7,,37.2,,0.6,,38.2,,0.779,,54.8,,67.6,,105.8,,22.6,,89.0,,348.0,,0.1,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:00:00
2025-05-15 22:05:00,119.99200148365192,30.27626143070047,154.98304651288402,1.0,,37.4,,0.5,,38.3,,0.788,,55.1,,77.5,,94.5,,22.6,,88.0,,346.0,,0.4,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:05:00
2025-05-15 22:10:00,119.9920005793472,30.276298807188127,154.8019853863669,0.8,,39.9,,0.8,,41.0,,0.787,,50.1,,77.5,,94.5,,22.6,,88.0,,325.0,,0.2,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:10:00
2025-05-15 22:15:00,119.99199939566371,30.276336184729637,154.42948425603635,1.1,,41.3,,0.9,,42.7,,0.791,,56.0,,77.5,,94.5,,22.42,,88.0,,260.0,,0.9,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:15:00
2025-05-15 22:20:00,119.99199793253543,30.276373561236266,153.88039356646345,0.8,,38.3,,0.6,,39.3,,0.785,,64.2,,77.5,,94.5,,22.29,,89.0,,289.0,,0.3,,1007.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:20:00
2025-05-15 22:25:00,119.99199618991194,30.276410934618358,153.176603830686,1.2,,34.3,,-0.1,,34.1,,0.781,,65.8,,77.5,,94.5,,22.2,,89.0,,318.0,,0.5,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:25:00
2025-05-15 22:30:00,119.99199416775849,30.27644830278544,152.34617292453177,1.1,,31.8,,-0.8,,30.6,,0.778,,67.0,,77.5,,94.5,,22.2,,89.0,,332.0,,0.2,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:30:00
2025-05-15 22:35:00,119.99199186605591,30.27648566364635,151.42220750765375,1.5,,30.4,,-0.9,,28.9,,0.761,,63.3,,77.5,,94.5,,22.29,,89.0,,20.0,,0.0,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:35:00
2025-05-15 22:40:00,119.99198928480072,30.276523015109355,150.44154316548037,1.8,,29.8,,-0.3,,29.3,,0.763,,62.0,,77.5,,94.5,,22.3,,89.0,,336.0,,0.3,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:40:00
2025-05-15 22:45:00,119.9919864240051,30.276560355082257,149.4432758906693,1.3,,29.5,,-0.1,,29.3,,0.775,,63.0,,77.5,,94.5,,22.2,,89.0,,313.0,,0.4,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:45:00
2025-05-15 22:50:00,119.99198328369688,30.27659768147252,148.46720344925328,0.7,,29.8,,0.0,,29.9,,0.769,,56.7,,77.5,,94.5,,22.18,,89.0,,295.0,,0.8,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:50:00
2025-05-15 22:55:00,119.99197986391952,30.276634992187383,147.55223876929577,2.0,,32.0,,0.6,,32.9,,0.766,,52.6,,77.5,,94.5,,22.03,,90.0,,297.0,,1.2,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 22:55:00
2025-05-15 23:00:00,119.99197616473222,30.276672285133976,146.73485860524968,0.8,,37.1,,0.9,,38.4,,0.771,,38.6,,66.8,,84.2,,22.1,,90.0,,284.0,,0.9,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:00:00
2025-05-15 23:05:00,119.99197218620982,30.27670955821945,146.04764932486236,0.9,,42.3,,0.7,,43.4,,0.77,,33.2,,66.8,,84.2,,22.08,,90.0,,293.0,,0.9,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:05:00
2025-05-15 23:10:00,119.99196792844282,30.27674680935107,145.51800779352902,2.0,,43.5,,0.7,,44.6,,0.746,,35.0,,66.8,,84.2,,21.93,,91.0,,301.0,,1.1,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:10:00
2025-05-15 23:15:00,119.99196339153744,30.27678403643636,145.16704914772365,1.6,,40.9,,1.1,,42.6,,0.717,,39.7,,66.8,,84.2,,21.81,,91.0,,304.0,,1.6,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:15:00
2025-05-15 23:20:00,119.99195857561556,30.276821237383196,145.00876500114,1.6,,37.8,,1.2,,39.6,,0.711,,43.4,,66.8,,84.2,,21.75,,91.0,,303.0,,1.2,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:20:00
2025-05-15 23:25:00,119.99195348081474,30.276858410099944,145.04946564320804,1.4,,36.2,,0.8,,37.4,,0.721,,47.5,,66.8,,84.2,,21.73,,91.0,,308.0,,1.0,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:25:00
2025-05-15 23:30:00,119.99194810728825,30.27689555249556,145.2875284677669,1.0,,34.7,,0.6,,35.6,,0.739,,49.2,,66.8,,84.2,,21.7,,91.0,,300.0,,1.1,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:30:00
2025-05-15 23:35:00,119.99194245520502,30.27693266247972,145.71346266125212,0.3,,32.2,,0.6,,33.1,,0.758,,54.1,,66.8,,84.2,,21.78,,91.0,,248.0,,0.8,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:35:00
2025-05-15 23:40:00,119.99193652474965,30.27696973796294,146.3102875714821,0.9,,31.0,,0.3,,31.6,,0.759,,49.4,,66.8,,84.2,,21.8,,91.0,,252.0,,1.0,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:40:00
2025-05-15 23:45:00,119.99193031612243,30.277006776856673,147.05420967267656,1.2,,32.1,,0.3,,32.6,,0.768,,47.5,,66.8,,84.2,,21.78,,91.0,,251.0,,1.0,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:45:00
2025-05-15 23:50:00,119.99192382953936,30.27704377707346,147.91557113824203,1.1,,34.2,,0.2,,34.5,,0.767,,44.9,,66.8,,84.2,,21.72,,91.0,,264.0,,1.4,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:50:00
2025-05-15 23:55:00,119.99191706523202,30.277080736527004,148.86003220473063,1.8,,33.6,,0.1,,33.8,,0.744,,53.1,,66.8,,84.2,,21.62,,92.0,,277.0,,1.5,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-15 23:55:00
2025-05-16 00:00:00,119.99191002344773,30.27711765313234,149.84994018984025,0.6,,28.0,,0.5,,28.8,,0.742,,62.0,,66.1,,78.6,,21.58,,92.0,,267.0,,2.0,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:00:00
2025-05-16 00:05:00,119.99190270444943,30.277154524805898,150.84583058603926,1.4,,22.5,,1.0,,24.0,,0.735,,63.8,,66.1,,78.6,,21.5,,92.0,,265.0,,2.0,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:05:00
2025-05-16 00:10:00,119.9918951085157,30.27719134946567,151.80800038594617,1.0,,19.9,,0.7,,21.0,,0.715,,64.5,,66.1,,78.6,,21.46,,92.0,,262.0,,2.1,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:10:00
2025-05-16 00:15:00,119.99188723594081,30.27722812503129,152.6980909159401,1.0,,18.7,,0.3,,19.2,,0.685,,68.4,,66.1,,78.6,,21.34,,92.0,,244.0,,2.3,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:15:00
2025-05-16 00:20:00,119.9918790870346,30.27726484942417,153.48061707543417,1.4,,18.5,,0.4,,19.2,,0.639,,69.7,,66.1,,78.6,,21.3,,92.0,,255.0,,2.5,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:20:00
2025-05-16 00:25:00,119.99187066212257,30.277301520567622,154.12438201585297,1.9,,17.2,,1.0,,18.7,,0.608,,79.8,,66.1,,78.6,,21.2,,93.0,,266.0,,2.2,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:25:00
2025-05-16 00:30:00,119.99186196154581,30.277338136386952,154.6037208605395,1.8,,14.7,,1.3,,16.7,,0.596,,88.0,,66.1,,78.6,,21.1,,93.0,,287.0,,1.8,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:30:00
2025-05-16 00:35:00,119.991852985661,30.27737469480961,154.89952388239786,1.0,,13.2,,1.2,,15.0,,0.586,,89.1,,66.1,,78.6,,21.1,,93.0,,315.0,,0.7,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:35:00
2025-05-16 00:40:00,119.99184373484043,30.27741119376527,154.9999983484066,0.7,,12.6,,1.1,,14.3,,0.599,,87.1,,66.1,,78.6,,21.1,,93.0,,260.0,,0.7,,1006.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:40:00
2025-05-16 00:45:00,119.99183420947196,30.277447631185986,154.90113865867158,0.9,,12.7,,1.3,,14.6,,0.615,,88.1,,66.1,,78.6,,21.07,,93.0,,203.0,,0.5,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:45:00
2025-05-16 00:50:00,119.99182440995897,30.27748400500628,154.60688603705267,1.2,,12.9,,1.1,,14.6,,0.611,,91.0,,66.1,,78.6,,21.0,,93.0,,7.0,,0.0,,1006.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:50:00
2025-05-16 00:55:00,119.99181433672042,30.277520313163272,154.12897140700628,0.6,,13.0,,0.7,,14.0,,0.257,PZ,88.4,,66.1,,78.6,,21.0,,94.0,,175.0,,0.2,,1005.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 00:55:00
2025-05-16 01:00:00,119.99180399019079,30.277556553596792,153.48644771668498,1.0,,12.9,,0.7,,14.0,,0.051,PZ,86.5,,48.2,,50.4,,21.02,,94.0,,188.0,,0.6,,1005.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 01:00:00
2025-05-16 01:05:00,119.99179337082005,30.2775927242495,152.70493035802184,0.9,,13.3,,0.8,,14.5,,0.051,PZ,88.0,,48.2,,50.4,,20.98,,94.0,,198.0,,0.3,,1005.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 01:05:00
2025-05-16 01:10:00,119.99178247907366,30.277628823067005,151.8155759618853,1.1,,13.9,,0.5,,14.7,,0.115,,89.7,,48.2,,50.4,,20.95,,94.0,,220.0,,0.2,,1005.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 01:10:00
2025-05-16 01:15:00,119.99177131543257,30.277664847997976,150.85384028152959,1.3,,14.0,,0.4,,14.6,,0.3,,91.8,,48.2,,50.4,,20.92,,94.0,,244.0,,0.1,,1005.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 01:15:00
2025-05-16 01:20:00,119.99175988039319,30.27770079699426,149.85806468359868,1.1,,13.1,,0.8,,14.3,,0.506,,90.5,,48.2,,50.4,,20.96,,94.0,,246.0,,0.3,,1005.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-16 01:20:00
